Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Fixation Count	Fixation Frequency [count/s]	Fixation Duration Total [ms]	Fixation Duration Average [ms]	Fixation Duration Maximum [ms]	Fixation Duration Minimum [ms]	Fixation Dispersion Total [px]	Fixation Dispersion Average [px]	Fixation Dispersion Maximum [px]	Fixation Dispersion Minimum [px]	Saccade Count	Saccade Frequency [count/s]	Saccade Duration Total [ms]	Saccade Duration Average [ms]	Saccade Duration Maximum [ms]	Saccade Duration Minimum [ms]	Saccade Amplitude Total [°]	Saccade Amplitude Average [°]	Saccade Amplitude Maximum [°]	Saccade Amplitude Minimum [°]	Saccade Velocity Total [°/s]	Saccade Velocity Average [°/s]	Saccade Velocity Maximum [°/s]	Saccade Velocity Minimum [°/s]	Saccade Latency Average [ms]	Blink Count	Blink Frequency [count/s]	Blink Duration Total [ms]	Blink Duration Average [ms]	Blink Duration Maximum [ms]	Blink Duration Minimum [ms]	Left Mouse Click Count	Left Mouse Click Frequency [count/s]	Right Mouse Click Count	Right Mouse Click Frequency [count/s]	Scanpath Length [px]
Trial003	tekst bela.rtf	0.0	8976.8	Tamara	CornflowerBlue	18	2.0	8466.3	470.4	1201.7	116.8	1867.2	103.7	151.8	10.0	16	1.8	368.8	23.1	50.1	16.7	19.0	1.2	4.8	0.1	623.7	39.0	96.3	6.3	397.4	1	0.1	116.8	116.8	116.8	116.8	0	0.0	0	0.0	3812
Trial003	tekst bela.rtf	0.0	20633.2	Vanja	Crimson	44	2.1	18329.1	416.6	934.6	83.5	6082.6	138.2	250.7	18.6	37	1.8	901.4	24.4	83.5	16.7	88.8	2.4	18.5	0.1	2343.8	63.3	221.4	3.1	485.5	6	0.3	1202.2	200.4	317.4	150.2	0	0.0	0	0.0	15974
Trial003	tekst bela.rtf	0.0	22169.4	Vanja novo	Cyan	53	2.4	17400.4	328.3	1519.3	83.5	5496.9	103.7	214.8	15.4	37	1.7	918.5	24.8	50.1	16.7	90.9	2.5	8.3	0.3	3377.3	91.3	335.2	18.1	569.2	14	0.6	3406.6	243.3	851.4	133.6	0	0.0	0	0.0	17901
Trial003	tekst bela.rtf	0.0	1675.0	Proba	DarkBlue	0	0.0	0.0	0.0	-	-	0.0	-	-	-	0	0.0	0.0	-	-	-	0.0	-	-	-	0.0	-	-	-	0.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	0
Trial003	tekst bela.rtf	0.0	568.8	Proba novo	DarkCyan	0	0.0	0.0	0.0	-	-	0.0	-	-	-	0	0.0	0.0	-	-	-	0.0	-	-	-	0.0	-	-	-	0.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	0
Trial003	tekst bela.rtf	0.0	39443.9	Reading1	DarkGoldenrod	42	1.1	38428.0	915.0	1986.5	133.5	8649.7	205.9	274.1	24.2	40	1.0	851.5	21.3	66.8	16.7	65.3	1.6	15.7	0.0	1520.1	38.0	235.3	1.4	966.5	1	0.0	133.5	133.5	133.5	133.5	0	0.0	0	0.0	13493
Trial003	tekst bela.rtf	0.0	23458.2	Reading2	DarkGray	39	1.7	22386.0	574.0	1151.9	100.2	7948.4	203.8	320.5	21.0	36	1.5	834.7	23.2	66.8	16.7	68.7	1.9	14.3	0.1	1812.5	50.3	243.1	3.3	642.5	1	0.0	100.2	100.2	100.2	100.2	0	0.0	0	0.0	13911
Trial003	tekst bela.rtf	0.0	51145.8	Reading3	DarkGreen	55	1.1	48194.0	876.3	2604.3	83.5	10563.7	192.1	332.6	36.7	36	0.7	751.2	20.9	83.5	16.7	44.0	1.2	16.3	0.1	1116.7	31.0	195.7	3.1	1398.0	16	0.3	1636.0	102.2	133.6	83.4	0	0.0	0	0.0	15968
Trial003	tekst bela.rtf	0.0	43274.7	Reading4	DarkKhaki	55	1.3	41700.0	758.2	2053.0	100.2	9085.4	165.2	237.3	30.9	50	1.2	1152.5	23.1	83.5	16.7	75.6	1.5	17.5	0.0	1548.3	31.0	210.2	2.8	850.0	2	0.0	183.6	91.8	100.2	83.5	0	0.0	0	0.0	14124
Trial003	tekst bela.rtf	0.0	10212.5	P00	DarkMagenta	14	1.4	4588.8	327.8	934.8	150.2	1586.8	113.3	189.0	25.6	9	0.9	276.2	30.7	56.1	16.4	33.6	3.7	10.1	0.7	897.7	99.7	180.6	37.0	699.3	7	0.7	5123.1	731.9	2192.9	131.3	0	0.0	0	0.0	5826
Trial003	tekst bela.rtf	0.0	32589.5	P05	DarkOliveGreen	50	1.5	31517.0	630.3	1836.1	100.2	8712.0	174.2	240.0	22.7	49	1.5	1051.7	21.5	83.5	16.7	64.7	1.3	13.9	0.0	1866.2	38.1	179.6	2.8	636.8	0	0.0	0.0	-	-	-	0	0.0	0	0.0	14509
Trial003	tekst bela.rtf	0.0	6403.8	0008	DarkOrange	0	0.0	0.0	0.0	-	-	0.0	-	-	-	0	0.0	0.0	-	-	-	0.0	-	-	-	0.0	-	-	-	0.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	0
Trial003	tekst bela.rtf	0.0	26939.2	006	DarkOrchid	48	1.8	25791.3	537.3	1919.7	100.2	8329.2	173.5	264.1	15.6	46	1.7	968.2	21.0	66.8	16.7	59.9	1.3	13.7	0.0	1493.0	32.5	205.3	1.1	556.1	1	0.0	150.2	150.2	150.2	150.2	0	0.0	0	0.0	13411
Trial003	tekst bela.rtf	0.0	57486.4	Reading7	DarkRed	55	1.0	55914.8	1016.6	3004.9	133.6	10402.0	189.1	317.6	50.3	50	0.9	935.0	18.7	66.8	16.7	36.2	0.7	13.7	0.0	1130.4	22.6	204.5	1.7	1126.5	4	0.1	500.8	125.2	183.6	83.5	0	0.0	0	0.0	14800
Trial003	tekst bela.rtf	0.0	36634.9	Reading8	DarkSalmon	45	1.2	34069.4	757.1	2871.4	100.2	8026.5	178.4	240.5	29.7	39	1.1	976.6	25.0	112.2	16.7	96.7	2.5	18.4	0.0	2809.4	72.0	581.2	1.7	891.3	10	0.3	1325.6	132.6	167.9	112.1	0	0.0	0	0.0	12756
Trial003	tekst bela.rtf	0.0	27136.3	Reading9	DarkSeaGreen	56	2.1	25324.2	452.2	1252.1	83.5	8104.3	144.7	217.2	35.2	49	1.8	1118.5	22.8	100.2	16.7	73.5	1.5	17.2	0.0	1480.7	30.2	186.2	2.0	534.9	6	0.2	584.3	97.4	116.9	83.5	0	0.0	0	0.0	13996
Trial003	tekst bela.rtf	0.0	26600.7	Reading10	DarkSlateBlue	45	1.7	25357.8	563.5	1602.7	83.5	8261.0	183.6	276.3	21.8	44	1.7	1085.1	24.7	100.2	16.7	88.7	2.0	25.9	0.0	1665.6	37.9	258.3	2.7	589.7	1	0.0	116.9	116.9	116.9	116.9	0	0.0	0	0.0	14232
Trial003	tekst bela.rtf	0.0	32806.6	Reading11	DarkSlateGray	52	1.6	31633.7	608.3	1485.9	133.5	9258.8	178.1	225.3	37.4	51	1.6	1085.1	21.3	83.5	16.7	74.5	1.5	16.3	0.0	1837.0	36.0	234.7	1.1	625.7	0	0.0	0.0	-	-	-	0	0.0	0	0.0	14774
Trial003	tekst bela.rtf	0.0	33291.0	Reading12	DarkTurquoise	59	1.8	30458.1	516.2	2054.3	83.5	8597.4	145.7	226.8	15.3	44	1.3	840.8	19.1	66.8	16.7	38.3	0.9	14.1	0.0	1311.1	29.8	210.5	1.7	736.2	14	0.4	1552.5	110.9	133.6	83.5	0	0.0	0	0.0	14422
Trial003	tekst bela.rtf	0.0	46231.4	Reading13	DarkViolet	80	1.7	42685.3	533.6	2287.1	100.1	12666.6	158.3	258.0	10.0	64	1.4	1586.0	24.8	100.2	16.7	136.5	2.1	16.2	0.0	3066.9	47.9	346.4	1.2	700.1	16	0.3	1702.6	106.4	150.3	83.5	0	0.0	0	0.0	23169
Trial003	tekst bela.rtf	0.0	35590.0	Reading14	DeepPink	69	1.9	33469.3	485.1	1185.4	100.2	8738.8	126.6	274.3	23.3	62	1.7	1303.4	21.0	100.2	16.7	78.8	1.3	16.9	0.1	2400.1	38.7	377.2	3.9	553.3	7	0.2	634.4	90.6	100.2	83.5	0	0.0	0	0.0	17204
Trial003	tekst bela.rtf	0.0	28625.0	Reading15	DeepSkyBlue	48	1.7	26626.2	554.7	1085.2	133.5	7943.8	165.5	258.3	10.1	46	1.6	1035.0	22.5	100.2	16.7	68.6	1.5	14.7	0.0	1644.9	35.8	219.8	2.7	575.0	2	0.1	801.3	400.7	701.1	100.2	0	0.0	0	0.0	13802
Trial003	tekst bela.rtf	0.0	46916.8	Reading16	DimGray	66	1.4	45286.7	686.2	1552.6	133.6	10705.1	162.2	239.0	39.0	64	1.4	1438.2	22.5	85.1	16.7	92.8	1.4	16.6	0.0	2371.7	37.1	194.8	1.5	705.6	1	0.0	150.2	150.2	150.2	150.2	0	0.0	0	0.0	18109
Trial003	tekst bela.rtf	0.0	30096.1	Reading17	DodgerBlue	60	2.0	28660.5	477.7	1535.7	83.5	7831.9	130.5	222.8	23.5	57	1.9	1219.9	21.4	100.2	16.7	69.6	1.2	15.7	0.0	1709.8	30.0	168.6	1.7	509.0	2	0.1	166.9	83.5	83.5	83.5	0	0.0	0	0.0	13603
Trial003	tekst bela.rtf	0.0	35649.9	Reading18	Firebrick	59	1.7	33971.1	575.8	1252.0	100.1	8354.5	141.6	204.5	18.3	54	1.5	1168.6	21.6	83.5	16.7	62.8	1.2	13.3	0.0	1520.3	28.2	165.5	2.0	644.4	4	0.1	434.1	108.5	133.6	83.5	0	0.0	0	0.0	13861
Trial003	tekst bela.rtf	0.0	33554.7	Reading19	ForestGreen	59	1.8	31483.6	533.6	1919.7	133.5	8498.7	144.0	197.9	10.9	49	1.5	1118.5	22.8	133.6	16.7	77.1	1.6	24.2	0.0	1511.5	30.8	290.4	2.5	655.9	5	0.1	534.2	106.8	133.6	83.4	0	0.0	0	0.0	14174
Trial003	tekst bela.rtf	0.0	40513.2	Reading20	Gainsboro	57	1.4	38060.9	667.7	1735.8	83.5	8822.8	154.8	240.4	28.1	45	1.1	968.2	21.5	83.5	16.7	65.2	1.4	14.6	0.1	1710.4	38.0	191.6	3.4	868.4	11	0.3	1135.2	103.2	133.6	83.5	0	0.0	0	0.0	13657
Trial003	tekst bela.rtf	0.0	38489.1	Reading21	Gold	58	1.5	36725.5	633.2	1502.4	133.5	9159.5	157.9	219.1	21.0	54	1.4	1168.5	21.6	133.6	16.7	68.3	1.3	19.2	0.0	1446.2	26.8	202.6	2.4	688.5	3	0.1	534.2	178.1	200.3	150.3	0	0.0	0	0.0	14179
Trial003	tekst bela.rtf	0.0	27851.4	Reading22	Goldenrod	52	1.9	26375.5	507.2	1318.9	133.5	8419.2	161.9	244.2	28.0	47	1.7	851.4	18.1	33.4	16.7	27.5	0.6	7.1	0.0	1077.6	22.9	213.1	1.7	571.2	3	0.1	267.1	89.0	100.2	83.5	0	0.0	0	0.0	14533
Trial003	tekst bela.rtf	0.0	40347.2	Reading23	Gray	51	1.3	38584.3	756.6	2053.2	116.8	8345.9	163.6	217.2	13.7	46	1.1	1051.6	22.9	116.8	16.7	70.5	1.5	28.2	0.0	1366.9	29.7	241.4	2.9	849.6	5	0.1	567.6	113.5	133.6	83.5	0	0.0	0	0.0	13978
Trial003	tekst bela.rtf	0.0	29995.0	Reading24	Green	55	1.8	28445.8	517.2	1519.4	100.2	8823.5	160.4	267.9	27.1	49	1.6	1085.0	22.1	100.2	16.7	62.0	1.3	16.1	0.0	1425.9	29.1	193.1	1.6	594.7	2	0.1	183.6	91.8	100.2	83.5	0	0.0	0	0.0	13974
Trial003	tekst bela.rtf	0.0	45227.7	Reading25	GreenYellow	66	1.5	43286.1	655.8	1636.0	83.5	9230.2	139.9	204.0	9.7	61	1.3	1285.4	21.1	100.1	16.7	63.5	1.0	17.4	0.0	1788.7	29.3	185.6	0.7	717.3	3	0.1	417.4	139.1	217.0	100.2	0	0.0	0	0.0	16192
Trial003	tekst bela.rtf	0.0	38755.1	Reading26	HotPink	49	1.3	37427.4	763.8	1986.4	133.5	8770.9	179.0	251.0	43.8	43	1.1	834.8	19.4	66.8	16.7	34.6	0.8	13.7	0.0	961.7	22.4	205.2	1.7	878.8	1	0.0	100.2	100.2	100.2	100.2	0	0.0	0	0.0	13804
Trial003	tekst bela.rtf	0.0	25663.8	Reading27	IndianRed	49	1.9	24439.0	498.8	1552.4	83.5	6212.5	126.8	229.5	15.0	48	1.9	1202.0	25.0	133.6	16.7	90.6	1.9	16.1	0.0	2285.5	47.6	160.5	2.0	499.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	14221
Trial003	tekst bela.rtf	0.0	34744.9	Reading28	Indigo	50	1.4	33437.1	668.7	1802.6	100.2	8546.5	170.9	235.9	13.1	47	1.4	884.8	18.8	83.5	16.7	31.9	0.7	15.6	0.0	946.2	20.1	187.5	2.4	732.3	3	0.1	283.8	94.6	100.2	83.5	0	0.0	0	0.0	14194
Trial003	tekst bela.rtf	0.0	39691.4	Reading29	Khaki	50	1.3	37994.5	759.9	1769.3	116.8	9261.0	185.2	291.7	37.7	44	1.1	951.5	21.6	83.5	16.7	62.4	1.4	16.7	0.0	1245.3	28.3	199.8	2.3	868.1	4	0.1	567.5	141.9	267.0	83.5	0	0.0	0	0.0	14598
Trial003	tekst bela.rtf	0.0	43958.1	Reading30	LawnGreen	56	1.3	42334.5	756.0	1736.0	100.2	10522.4	187.9	268.9	66.2	49	1.1	1101.8	22.5	100.2	16.7	66.9	1.4	16.8	0.0	1282.5	26.2	167.4	2.1	868.4	3	0.1	250.4	83.5	83.5	83.4	0	0.0	0	0.0	14550
Trial003	tekst bela.rtf	0.0	37551.6	Reading31	LightBlue	49	1.3	35857.5	731.8	1468.9	83.5	10737.5	219.1	394.5	31.9	42	1.1	868.0	20.7	50.1	16.7	58.7	1.4	12.5	0.0	1569.4	37.4	250.1	2.2	883.1	5	0.1	684.5	136.9	150.3	116.8	0	0.0	0	0.0	14886
Trial003	tekst bela.rtf	0.0	26351.3	Reading32	LightCoral	49	1.9	25157.0	513.4	1118.4	133.5	7912.4	161.5	238.3	34.0	48	1.8	1168.5	24.3	100.2	16.7	86.8	1.8	16.7	0.1	2127.4	44.3	224.7	3.6	525.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	14714
Trial003	tekst bela.rtf	0.0	36685.8	Reading33	LightGray	48	1.3	34939.4	727.9	1502.1	100.2	7490.5	156.1	213.3	23.1	43	1.2	834.7	19.4	83.5	16.7	42.8	1.0	15.3	0.0	1507.1	35.0	194.3	1.7	847.8	5	0.1	651.2	130.2	150.3	100.2	0	0.0	0	0.0	13548
Trial003	tekst bela.rtf	0.0	36165.2	Reading35	LightGreen	57	1.6	34572.3	606.5	1802.9	83.5	8960.1	157.2	245.8	30.9	52	1.4	1201.9	23.1	100.1	16.7	95.6	1.8	14.7	0.0	2109.1	40.6	239.5	0.7	676.3	2	0.1	200.3	100.2	100.2	100.1	0	0.0	0	0.0	18013
Trial003	tekst bela.rtf	0.0	35246.5	Reading36	LightPink	63	1.8	33453.7	531.0	1519.0	116.9	10180.9	161.6	246.4	16.3	59	1.7	1352.2	22.9	83.5	16.7	107.2	1.8	16.3	0.0	2369.8	40.2	216.6	1.3	576.8	3	0.1	383.9	128.0	150.3	100.2	0	0.0	0	0.0	19175
Trial003	tekst bela.rtf	0.0	52613.6	Reading37	LightSalmon	55	1.0	50285.9	914.3	2103.5	100.2	9250.4	168.2	236.0	53.2	48	0.9	868.2	18.1	66.8	16.7	23.7	0.5	12.4	0.0	755.4	15.7	185.4	1.9	1059.3	6	0.1	1118.7	186.4	467.5	116.9	0	0.0	0	0.0	14384
Trial003	tekst bela.rtf	0.0	22888.8	Reading38	LightSeaGreen	49	2.1	21775.4	444.4	850.9	86.1	7976.9	162.8	212.5	50.3	48	2.1	1108.0	23.1	102.1	16.7	71.7	1.5	17.5	0.0	1330.3	27.7	171.6	1.8	444.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	13903
Trial003	tekst bela.rtf	0.0	37952.3	Reading39	LightSkyBlue	57	1.5	36225.0	635.5	1919.6	100.2	10120.3	177.5	262.3	31.0	49	1.3	901.4	18.4	83.5	16.7	29.5	0.6	12.6	0.0	1057.8	21.6	194.1	1.3	759.2	6	0.2	567.6	94.6	116.9	83.5	0	0.0	0	0.0	13438
Trial003	tekst bela.rtf	0.0	46766.4	Reading40	LightSlateGray	56	1.2	41383.5	739.0	1953.5	133.5	10890.4	194.5	282.7	28.1	50	1.1	1101.8	22.0	83.5	16.7	88.0	1.8	14.9	0.0	2360.2	47.2	293.0	2.3	896.7	10	0.2	3756.8	375.7	1285.9	83.5	0	0.0	0	0.0	14819
Trial003	tekst bela.rtf	0.0	27202.9	Reading41	LightSteelBlue	47	1.7	24756.3	526.7	1101.6	100.2	6976.6	148.4	228.6	11.8	41	1.5	934.8	22.8	83.5	16.7	82.4	2.0	16.2	0.0	2312.8	56.4	486.8	1.5	633.5	7	0.3	1385.7	198.0	267.1	100.2	0	0.0	0	0.0	14173
Trial003	tekst bela.rtf	0.0	30663.6	Reading42	Lime	61	2.0	29063.4	476.4	1168.4	83.5	8979.6	147.2	278.6	10.4	61	2.0	1285.4	21.1	83.5	16.7	107.8	1.8	15.8	0.0	3312.9	54.3	472.6	1.0	484.9	1	0.0	83.5	83.5	83.5	83.5	0	0.0	0	0.0	16168
Trial003	tekst bela.rtf	0.0	55242.4	Reading43	LimeGreen	65	1.2	51465.9	791.8	3288.6	100.2	10486.1	161.3	299.0	30.4	49	0.9	1135.1	23.2	100.2	16.7	71.7	1.5	15.9	0.0	1462.9	29.9	219.3	2.3	1115.0	9	0.2	1585.8	176.2	233.7	116.8	0	0.0	0	0.0	14052
Trial003	tekst bela.rtf	0.0	36883.6	Reading44	Magenta	58	1.6	35657.1	614.8	1936.4	83.5	8611.7	148.5	213.0	36.8	57	1.5	1201.9	21.1	100.2	16.7	67.4	1.2	14.3	0.0	1810.6	31.8	168.3	2.9	630.8	0	0.0	0.0	-	-	-	0	0.0	0	0.0	13524
Trial003	tekst bela.rtf	0.0	40479.8	Reading45	Maroon	66	1.6	37627.0	570.1	1569.2	83.5	9836.8	149.0	220.9	11.4	52	1.3	1102.0	21.2	66.8	16.7	72.9	1.4	14.6	0.0	1867.9	35.9	218.3	2.3	764.9	11	0.3	1201.6	109.2	133.6	99.9	0	0.0	0	0.0	16056
Trial003	tekst bela.rtf	0.0	27555.0	Reading46	MediumAquamarine	46	1.7	24305.7	528.4	1452.2	100.1	7384.8	160.5	286.8	25.6	44	1.6	1335.5	30.4	183.6	16.7	155.8	3.5	23.9	0.1	3303.4	75.1	364.3	3.6	591.6	5	0.2	1085.1	217.0	250.4	166.9	0	0.0	0	0.0	15239
Trial003	tekst bela.rtf	0.0	30631.3	Reading47	MediumBlue	52	1.7	29263.9	562.8	1619.4	116.8	8878.0	170.7	230.0	36.8	49	1.6	1034.9	21.1	83.5	16.7	73.9	1.5	16.2	0.0	1964.6	40.1	426.7	1.1	600.3	3	0.1	267.1	89.0	100.2	83.4	0	0.0	0	0.0	13829
Trial003	tekst bela.rtf	0.0	33462.6	Reading48	MediumOrchid	57	1.7	31044.0	544.6	1836.3	82.2	9423.8	165.3	251.3	13.6	45	1.3	887.6	19.7	66.8	16.4	36.1	0.8	14.0	0.0	1242.1	27.6	209.3	1.6	714.3	11	0.3	1135.2	103.2	133.5	83.4	0	0.0	0	0.0	14060
Trial003	tekst bela.rtf	0.0	33287.3	Reading49	MediumPurple	49	1.5	30131.5	614.9	1185.3	116.8	8064.8	164.6	232.9	30.2	34	1.0	684.4	20.1	83.5	16.7	16.8	0.5	5.3	0.1	659.9	19.4	159.7	3.2	981.9	15	0.5	1953.3	130.2	267.1	83.5	0	0.0	0	0.0	13708
Trial003	tekst bela.rtf	0.0	39975.9	Reading50	MediumSeaGreen	77	1.9	37810.6	491.0	1953.2	100.2	11435.5	148.5	216.0	22.6	72	1.8	1569.1	21.8	83.5	16.7	108.8	1.5	15.0	0.0	2794.4	38.8	179.8	1.5	534.7	4	0.1	484.1	121.0	150.3	100.1	0	0.0	0	0.0	21163
Trial003	tekst bela.rtf	0.0	28657.0	Reading51	MediumSlateBlue	51	1.8	27310.4	535.5	984.9	116.8	8464.4	166.0	261.5	39.2	49	1.7	1118.5	22.8	83.5	16.7	70.5	1.4	14.9	0.0	1719.8	35.1	201.4	2.0	569.7	2	0.1	183.6	91.8	100.1	83.5	0	0.0	0	0.0	14055
Trial003	tekst bela.rtf	0.0	48656.1	Reading52	MediumSpringGreen	67	1.4	46675.1	696.6	1852.8	116.9	9282.0	138.5	207.6	12.9	63	1.3	1485.7	23.6	100.2	16.7	91.4	1.5	16.4	0.0	2337.1	37.1	163.6	2.2	756.6	3	0.1	367.2	122.4	150.2	100.2	0	0.0	0	0.0	17261
Trial003	tekst bela.rtf	0.0	38588.8	Reading53	MediumTurquoise	50	1.3	37376.5	747.5	1702.2	116.8	8784.5	175.7	289.5	28.7	47	1.2	1001.6	21.3	83.5	16.7	69.4	1.5	16.6	0.0	1622.7	34.5	232.0	3.0	797.3	1	0.0	83.5	83.5	83.5	83.5	0	0.0	0	0.0	14445
Trial003	tekst bela.rtf	0.0	33526.2	Reading54	MediumVioletRed	57	1.7	31533.8	553.2	1135.1	83.5	9080.8	159.3	238.4	18.7	53	1.6	1085.0	20.5	100.2	16.7	54.0	1.0	16.2	0.0	1375.1	25.9	196.7	1.9	618.9	5	0.1	667.8	133.6	150.3	116.9	0	0.0	0	0.0	14823
Trial003	tekst bela.rtf	0.0	32623.8	Reading55	MidnightBlue	60	1.8	30598.7	510.0	1869.9	83.6	8138.8	135.6	196.4	20.0	54	1.7	1318.8	24.4	116.8	16.7	85.0	1.6	16.5	0.0	1945.8	36.0	174.9	1.8	586.8	5	0.2	584.2	116.8	150.2	100.2	0	0.0	0	0.0	16113
Trial003	tekst bela.rtf	0.0	30347.0	Reading56	Moccasin	58	1.9	28979.9	499.7	1352.0	150.2	9698.5	167.2	221.5	47.0	56	1.8	1185.2	21.2	83.5	16.7	69.4	1.2	16.4	0.0	1557.7	27.8	215.3	1.4	520.8	1	0.0	150.3	150.3	150.3	150.3	0	0.0	0	0.0	14651
Trial003	tekst bela.rtf	0.0	45581.3	Reading57	NavajoWhite	50	1.1	43970.8	879.4	1852.8	100.3	8633.2	172.7	254.9	9.8	45	1.0	984.9	21.9	83.5	16.7	62.7	1.4	15.9	0.0	1315.6	29.2	190.9	1.3	995.2	4	0.1	433.7	108.4	133.3	83.3	0	0.0	0	0.0	15117
Trial003	tekst bela.rtf	0.0	45962.1	Reading58	Navy	56	1.2	44754.9	799.2	1936.5	83.5	9370.6	167.3	243.0	35.1	54	1.2	1085.1	20.1	66.8	16.7	68.9	1.3	14.2	0.0	2025.0	37.5	212.4	2.2	841.3	1	0.0	83.5	83.5	83.5	83.5	0	0.0	0	0.0	14728
Trial003	tekst bela.rtf	0.0	29879.2	Reading59	Olive	54	1.8	28095.0	520.3	1686.0	83.5	9025.0	167.1	277.7	49.1	50	1.7	1235.3	24.7	133.5	16.7	79.2	1.6	18.6	0.0	1602.7	32.1	200.8	0.6	579.2	3	0.1	484.2	161.4	267.1	100.2	0	0.0	0	0.0	14884
Trial003	tekst bela.rtf	0.0	49879.8	Reading60	OliveDrab	69	1.4	47542.8	689.0	1736.1	150.3	10112.9	146.6	311.6	38.7	59	1.2	1268.7	21.5	100.2	16.7	71.4	1.2	19.8	0.0	1451.2	24.6	198.1	1.4	822.3	9	0.2	901.4	100.2	133.6	83.4	0	0.0	0	0.0	14761
Trial003	tekst bela.rtf	0.0	32086.9	Reading61	Orange	51	1.6	30999.6	607.8	1919.8	100.2	8409.5	164.9	258.2	17.8	51	1.6	1068.4	20.9	66.8	16.7	73.3	1.4	14.1	0.0	2328.8	45.7	238.6	2.2	617.3	0	0.0	0.0	-	-	-	0	0.0	0	0.0	15115
Trial003	tekst bela.rtf	0.0	32386.2	Reading62	OrangeRed	44	1.4	30098.2	684.1	1953.0	133.5	9050.3	205.7	303.3	36.8	33	1.0	801.3	24.3	83.5	16.7	67.1	2.0	15.5	0.1	1420.9	43.1	218.0	3.8	979.7	10	0.3	1235.2	123.5	150.2	83.5	0	0.0	0	0.0	13524
Trial003	tekst bela.rtf	0.0	28056.4	Reading63	Orchid	55	2.0	26759.5	486.5	1302.1	133.6	6727.0	122.3	184.5	25.8	54	1.9	1268.7	23.5	133.5	16.7	78.0	1.4	15.7	0.0	1693.8	31.4	188.1	2.4	496.7	0	0.0	0.0	-	-	-	0	0.0	0	0.0	14042
Trial003	tekst bela.rtf	0.0	27305.4	Reading64	PaleGoldenrod	51	1.9	26058.3	510.9	1202.0	116.8	7531.1	147.7	213.8	33.1	48	1.8	1001.6	20.9	100.2	16.7	56.9	1.2	16.7	0.0	1511.0	31.5	166.5	2.7	547.7	2	0.1	183.6	91.8	100.1	83.5	0	0.0	0	0.0	13731
Trial003	tekst bela.rtf	0.0	53205.4	Reading65	PaleGreen	78	1.5	49947.2	640.3	2320.5	83.5	10940.2	140.3	239.6	15.4	67	1.3	1435.6	21.4	83.5	16.7	102.8	1.5	16.7	0.0	2693.6	40.2	411.0	1.2	780.8	13	0.2	1519.1	116.9	150.3	83.5	0	0.0	0	0.0	17962
Trial003	tekst bela.rtf	0.0	61589.3	Reading66	PaleTurquoise	77	1.3	57808.1	750.8	2220.0	83.4	11498.8	149.3	202.2	36.2	71	1.2	1821.2	25.7	134.8	16.7	143.3	2.0	21.9	0.0	2689.4	37.9	333.2	1.3	851.6	5	0.1	1702.5	340.5	884.6	166.9	0	0.0	0	0.0	21485
Trial003	tekst bela.rtf	0.0	34024.4	Reading67	PaleVioletRed	67	2.0	30431.9	454.2	1385.6	100.1	8468.2	126.4	206.9	16.9	47	1.4	1001.6	21.3	83.5	16.7	63.6	1.4	14.8	0.0	1916.2	40.8	377.7	1.4	680.1	19	0.6	2019.9	106.3	166.9	83.5	0	0.0	0	0.0	13521
Trial003	tekst bela.rtf	0.0	52356.4	Reading68	PeachPuff	60	1.1	49312.4	821.9	2203.5	83.5	10279.6	171.3	265.7	16.7	45	0.9	984.9	21.9	83.5	16.7	66.0	1.5	16.0	0.0	1483.5	33.0	207.4	1.2	1149.2	14	0.3	1652.6	118.0	150.2	83.4	0	0.0	0	0.0	14922
Trial003	tekst bela.rtf	0.0	29107.0	Reading69	Peru	55	1.9	27677.8	503.2	1803.0	83.4	8213.3	149.3	227.6	13.4	52	1.8	1135.1	21.8	116.8	16.7	71.0	1.4	13.9	0.0	1822.2	35.0	207.6	1.5	536.8	2	0.1	250.4	125.2	133.6	116.8	0	0.0	0	0.0	14990
Trial003	tekst bela.rtf	0.0	41834.1	Reading70	Pink	58	1.4	40281.1	694.5	1769.9	116.8	8398.4	144.8	189.3	19.2	55	1.3	1268.8	23.1	150.3	16.7	68.1	1.2	18.2	0.0	1264.3	23.0	167.8	0.8	739.5	2	0.0	233.7	116.8	116.9	116.8	0	0.0	0	0.0	13671
Trial003	tekst bela.rtf	0.0	54223.0	Reading71	Plum	62	1.1	51216.9	826.1	2019.9	116.8	9734.9	157.0	245.1	30.5	47	0.9	1052.4	22.4	83.5	16.7	79.7	1.7	16.2	0.0	1992.5	42.4	317.4	2.3	1128.3	15	0.3	1669.6	111.3	133.6	83.5	0	0.0	0	0.0	14785
Trial003	tekst bela.rtf	0.0	30712.2	Reading72	PowderBlue	54	1.8	29463.9	545.6	2470.7	100.2	7742.7	143.4	223.4	26.6	52	1.7	1068.4	20.5	83.5	16.7	72.4	1.4	15.0	0.0	2127.1	40.9	213.5	0.7	572.8	1	0.0	83.5	83.5	83.5	83.5	0	0.0	0	0.0	14700
